English,IPA
destination,/dɛstʌneɪʃʌn/
generations,/dʒɛnɝeɪʃʌnz/
kings,/kɪŋz/
mail,/meɪl/
parliament,/pɑrlʌmʌnt/
recovered,/rʌkʌvɝd/
imposed,/ɪmpoʊzd/
minimal,/mɪnʌmʌl/
mix,/mɪks/
occurring,/ʌkɝɪŋ/
ranks,/ræŋks/
wings,/wɪŋz/
alliance,/ʌlaɪʌns/
coins,/kɔɪnz/
danger,/deɪndʒɝ/
invention,/ɪnvɛnʃʌn/
ongoing,/ɑnɡoʊɪŋ/
shares,/ʃɛrz/
sphere,/sfɪr/
acceptance,/æksɛptʌns/
assault,/ʌsɔlt/
believes,/bɪlivz/
environments,/ɪnvaɪrʌnmʌnts/
handling,/hændlɪŋ/
liberal,/lɪbɝʌl/
sure,/ʃʊr/
collections,/kʌlɛkʃʌnz/
opportunities,/ɑpɝtunʌtiz/
crimes,/kraɪmz/
deck,/dɛk/
deemed,/dimd/
implies,/ɪmplaɪz/
termed,/tɝmd/
traveled,/trævʌld/
bishops,/bɪʃʌps/
developments,/dɪvɛlʌpmʌnts/
fitted,/fɪtʌd/
minority,/maɪnɔrʌti/
altitude,/æltʌtud/
corner,/kɔrnɝ/
decide,/dɪsaɪd/
exhibit,/ɪɡzɪbɪt/
foods,/fudz/
keyboard,/kibɔrd/
momentum,/moʊmɛntʌm/
renamed,/rineɪmd/
collapse,/kʌlæps/
tall,/tɔl/
bases,/beɪsʌz/
depend,/dɪpɛnd/
divorce,/dɪvɔrs/
promised,/prɑmʌst/
rocket,/rɑkʌt/
wealthy,/wɛlθi/
abstract,/æbstrækt/
corporate,/kɔrpɝʌt/
drink,/drɪŋk/
filter,/fɪltɝ/
holes,/hoʊlz/
implement,/ɪmplʌmʌnt/
injured,/ɪndʒɝd/
walk,/wɔk/
rd,N/A
excess,/ɛksɛs/
hidden,/hɪdʌn/
mention,/mɛnʃʌn/
representatives,/rɛprʌzɛntʌtɪvz/
spend,/spɛnd/
synthesis,/sɪnθʌsʌs/
abilities,/ʌbɪlʌtiz/
connect,/kʌnɛkt/
originated,/ɝɪdʒʌneɪtʌd/
preserved,/prʌzɝvd/
rings,/rɪŋz/
confusion,/kʌnfjuʒʌn/
resigned,/rɪzaɪnd/
strictly,/strɪktli/
unemployment,/ʌnɪmplɔɪmʌnt/
orientation,/ɔriɛnteɪʃʌn/
plasma,/plæzmʌ/
portrayed,/pɔrtreɪd/
similarly,/sɪmʌlɝli/
aged,/eɪdʒd/
boys,/bɔɪz/
bright,/braɪt/
options,/ɑpʃʌnz/
partners,/pɑrtnɝz/
planets,/plænʌts/
addresses,/ædrɛsɪz/
alleged,/ʌlɛdʒd/
bed,/bɛd/
institution,/ɪnstɪtuʃʌn/
rainfall,/reɪnfɔl/
well-known,N/A
molecule,/mɑlʌkjul/
pushed,/pʊʃt/
wars,/wɔrz/
assist,/ʌsɪst/
bears,/bɛrz/
locally,/loʊkʌli/
maintains,/meɪnteɪnz/
winds,/wɪndz/
export,/ɛkspɔrt/
forth,/fɔrθ/
injuries,/ɪndʒɝiz/
vessel,/vɛsʌl/
historically,/hɪstɔrɪkʌli/
awards,/ʌwɔrdz/
bulk,/bʌlk/
currency,/kɝʌnsi/
fallen,/fɑlʌn/
laboratory,/læbrʌtɔri/
manuscript,/mænjʌskrɪpt/
capability,/keɪpʌbɪlʌti/
colony,/kɑlʌni/
interference,/ɪntɝfɪrʌns/
minute,/mɪnʌt/
physically,/fɪzɪkʌli/
nucleus,/nukliʌs/
repeatedly,/rɪpitɪdli/
vocal,/voʊkʌl/
architectural,/ɑrkʌtɛktʃɝʌl/
eliminated,/ɪlɪmʌneɪtʌd/
initiated,/ɪnɪʃieɪtʌd/
preserve,/prʌzɝv/
trials,/traɪʌlz/
certainly,/sɝtʌnli/
favour,N/A
hear,/hir/
requested,/rɪkwɛstɪd/
estimates,/ɛstʌmʌts/
wins,/wɪnz/
alternate,/ɔltɝnʌt/
distant,/dɪstʌnt/
preparation,/prɛpɝeɪʃʌn/
sending,/sɛndɪŋ/
trust,/trʌst/
ages,/eɪdʒʌz/
banned,/bænd/
creative,/krieɪtɪv/
psychology,/saɪkɑlʌdʒi/
castle,/kæsʌl/
establishing,/ɪstæblɪʃɪŋ/
firing,/faɪrɪŋ/
heating,/hitɪŋ/
drinking,/drɪŋkɪŋ/
membrane,/mɛmbreɪn/
parks,/pɑrks/
singles,/sɪŋɡʌlz/
drama,/drɑmʌ/
extensively,/ɪkstɛnsɪvli/
ministers,/mɪnʌstɝz/
retreat,/ritrit/
sixth,/sɪksθ/
conflicts,/kʌnflɪkts/
phenomena,/fʌnɑmʌnʌ/
powered,/paʊɝd/
circuits,/sɝkʌts/
headed,/hɛdʌd/
identification,/aɪdɛntʌfʌkeɪʃʌn/
longest,/lɔŋɡʌst/
permit,/pɝmɪt/
punishment,/pʌnɪʃmʌnt/
statistics,/stʌtɪstɪks/
variants,/vɛriʌnts/
crucial,/kruʃʌl/
dialogue,/daɪʌlɔɡ/
saved,/seɪvd/
scores,/skɔrz/
teeth,/tiθ/
arrest,/ɝɛst/
commander,/kʌmændɝ/
fill,/fɪl/
improvement,/ɪmpruvmʌnt/
belt,/bɛlt/
cutting,/kʌtɪŋ/
des,/dɛ/
crown,/kraʊn/
sole,/soʊl/
claiming,/kleɪmɪŋ/
immigrants,/ɪmʌɡrʌnts/
literally,/lɪtɝʌli/
restaurants,/rɛstɝɑnts/
restore,/rɪstɔr/
taste,/teɪst/
accomplished,/ʌkɑmplɪʃt/
agency,/eɪdʒʌnsi/
bone,/boʊn/
campaigns,/kæmpeɪnz/
chemistry,/kɛmʌstri/
happen,/hæpʌn/
personally,/pɝsʌnʌli/
pilots,/paɪlʌts/
presidential,/prɛzʌdɛntʃʌl/
recalled,/rɪkɔld/
respond,/rɪspɑnd/
criteria,/kraɪtɪriʌ/
enormous,/ɪnɔrmʌs/
lie,/laɪ/
matches,/mætʃʌz/
rescue,/rɛskju/
variant,/vɛriʌnt/
wore,/wɔr/
corruption,/kɝʌpʃʌn/
defines,/dɪfaɪnz/
facts,/fækts/
flowers,/flaʊɝz/
gathered,/ɡæðɝd/
parameters,/pɝæmʌtɝz/
quick,/kwɪk/
solve,/sɑlv/
tension,/tɛnʃʌn/
audiences,/ɑdiʌnsʌz/
sight,/saɪt/
anniversary,/ænʌvɝsɝi/
carries,/kæriz/
documentary,/dɑkjʌmɛntɝi/
encourage,/ɛnkɝɪdʒ/
narrative,/nærʌtɪv/
reportedly,/rɪpɔrtʌdli/
reserves,/rɪzɝvz/
teachers,/titʃɝz/
vital,/vaɪtʌl/
wheel,/wil/
arrive,/ɝaɪv/
behalf,/bɪhæf/
diet,/daɪʌt/
seriously,/sɪriʌsli/
vowels,/vaʊʌlz/
yield,/jild/
infection,/ɪnfɛkʃʌn/
perception,/pɝsɛpʃʌn/
poorly,/pʊrli/
respective,/rɪspɛktɪv/
solely,/soʊlli/
treat,/trit/
considering,/kʌnsɪdɝɪŋ/
informed,/ɪnfɔrmd/
insisted,/ɪnsɪstʌd/
interval,/ɪntɝvʌl/
teach,/titʃ/
van,/væn/
whatever,/wʌtɛvɝ/
assets,/æsɛts/
duration,/dʊreɪʃʌn/
enable,/ɛneɪbʌl/
grant,/ɡrænt/
metric,/mɛtrɪk/
ports,/pɔrts/
shock,/ʃɑk/
assume,/ʌsum/
attitude,/ætʌtud/
computing,/kʌmpjutɪŋ/
giant,/dʒaɪʌnt/
jury,/dʒʊri/
parent,/pɛrʌnt/
truly,/truli/
accessible,/æksɛsʌbʌl/
burning,/bɝnɪŋ/
crops,/krɑps/
gap,/ɡæp/
profit,/prɑfʌt/
shapes,/ʃeɪps/
statistical,/stʌtɪstɪkʌl/
consecutive,/kʌnsɛkjʌtɪv/
determining,/dɪtɝmʌnɪŋ/
drivers,/draɪvɝz/
rational,/ræʃʌnʌl/
adaptation,/ædʌpteɪʃʌn/
briefly,/brifli/
coal,/koʊl/
defence,/dɪfɛns/
diagram,/daɪʌɡræm/
doubt,/daʊt/
sfn,N/A
acted,/æktʌd/
appearances,/ʌpɪrʌnsʌz/
cooking,/kʊkɪŋ/
dogs,/dɑɡz/
landscape,/lændskeɪp/
prepare,/pripɛr/
residence,/rɛzɪdʌns/
acids,/æsʌdz/
cabinet,/kæbʌnʌt/
limitations,/lɪmɪteɪʃʌnz/
oral,/ɔrʌl/
sand,/sænd/
consent,/kʌnsɛnt/
counter,/kaʊntɝ/
discipline,/dɪsʌplʌn/
emotional,/ɪmoʊʃʌnʌl/
encountered,/ɪnkaʊntɝd/
manage,/mænʌdʒ/
pictures,/pɪktʃɝz/
severely,/sʌvɪrli/
suspended,/sʌspɛndʌd/
smooth,/smuð/
spin,/spɪn/
cargo,/kɑrɡoʊ/
correspondence,/kɔrʌspɑndʌns/
pope,/poʊp/
publications,/pʌblɪkeɪʃʌnz/
valley,/væli/
warning,/wɔrnɪŋ/
bars,/bɑrz/
entities,/ɛntɪtiz/
altered,/ɔltɝd/
challenges,/tʃælʌndʒɪz/
confidence,/kɑnfʌdʌns/
eating,/itɪŋ/
jet,/dʒɛt/
lasting,/læstɪŋ/
raising,/reɪzɪŋ/
signature,/sɪɡnʌtʃɝ/
cattle,/kætʌl/
deeply,/dipli/
imported,/ɪmpɔrtɪd/
integration,/ɪntʌɡreɪʃʌn/
settings,/sɛtɪŋz/
submitted,/sʌbmɪtʌd/
tendency,/tɛndʌnsi/
tubes,/tubz/
deployed,/dɪplɔɪd/
guilty,/ɡɪlti/
nitrogen,/naɪtrʌdʒʌn/
advantages,/ædvæntɪdʒɪz/
intermediate,/ɪntɝmidiɪt/
framework,/freɪmwɝk/
pop,/pɑp/
succession,/sʌksɛʃʌn/
happens,/hæpʌnz/
interesting,/ɪntrʌstɪŋ/
predicted,/prɪdɪktɪd/
pursue,/pɝsu/
detected,/dɪtɛktʌd/
worst,/wɝst/
commercially,/kʌmɝʃʌli/
disaster,/dɪzæstɝ/
survival,/sɝvaɪvʌl/
dealing,/dilɪŋ/
dimension,/dɪmɛnʃʌn/
filmed,/fɪlmd/
fled,/flɛd/
jump,/dʒʌmp/
paint,/peɪnt/
placing,/pleɪsɪŋ/
thereafter,/ðɛræftɝ/
manufacture,/mænjʌfæktʃɝ/
temple,/tɛmpʌl/
cooling,/kulɪŋ/
fan,/fæn/
instances,/ɪnstʌnsʌz/
seed,/sid/
absorbed,/ʌbzɔrbd/
cool,/kul/
exclusive,/ɪksklusɪv/
precipitation,/prɪsɪpɪteɪʃʌn/
prize,/praɪz/
rival,/raɪvʌl/
shifted,/ʃɪftʌd/
watch,/wɑtʃ/
willing,/wɪlɪŋ/
competing,/kʌmpitɪŋ/
poet,/poʊʌt/
scope,/skoʊp/
asks,/æsks/
departure,/dɪpɑrtʃɝ/
depression,/dɪprɛʃʌn/
dress,/drɛs/
presents,/prɛzʌnts/
reaches,/ritʃʌz/
tries,/traɪz/
beer,/bɪr/
dust,/dʌst/
expanding,/ɪkspændɪŋ/
firms,/fɝmz/
guest,/ɡɛst/
lift,/lɪft/
regulation,/rɛɡjʌleɪʃʌn/
surgery,/sɝdʒɝi/
wedding,/wɛdɪŋ/
constantly,/kɑnstʌntli/
legally,/liɡʌli/
reception,/rɪsɛpʃʌn/
walking,/wɔkɪŋ/
analog,/ænʌlɔɡ/
confused,/kʌnfjuzd/
discuss,/dɪskʌs/
edges,/ɛdʒʌz/
indicating,/ɪndʌkeɪtɪŋ/
muscle,/mʌsʌl/
outcome,/aʊtkʌm/
schedule,/skɛdʒʊl/
sessions,/sɛʃʌnz/
settlers,/sɛtlɝz/
successor,/sʌksɛsɝ/
exceptions,/ɪksɛpʃʌnz/
hits,/hɪts/
masses,/mæsʌz/
meets,/mits/
delayed,/dɪleɪd/
electromagnetic,/ɪlɛktroʊmæɡnɛtɪk/
excellent,/ɛksʌlʌnt/
geometry,/dʒiɑmʌtri/
traveling,/trævʌlɪŋ/
attacking,/ʌtækɪŋ/
libraries,/laɪbrɛriz/
migration,/maɪɡreɪʃʌn/
select,/sʌlɛkt/
tribute,/trɪbjut/
ultimate,/ʌltʌmʌt/
children's,/tʃɪldrʌnz/
consciousness,/kɑnʃʌsnʌs/
humanity,/hjumænɪti/
priority,/praɪɔrʌti/
feelings,/filɪŋz/
ignored,/ɪɡnɔrd/
intensity,/ɪntɛnsʌti/
availability,/ʌveɪlʌbɪlʌti/
bones,/boʊnz/
breaks,/breɪks/
carriers,/kæriɝz/
crop,/krɑp/
democracy,/dɪmɑkrʌsi/
fighters,/faɪtɝz/
push,/pʊʃ/
apartment,/ʌpɑrtmʌnt/
finance,/fʌnæns/
intervention,/ɪntɝvɛntʃʌn/
shipping,/ʃɪpɪŋ/
construct,/kʌnstrʌkt/
franchise,/fræntʃaɪz/
looks,/lʊks/
situated,/sɪtʃueɪtɪd/
catch,/kætʃ/
craft,/kræft/
dialects,/daɪʌlɛkts/
dramatically,/drʌmætɪkli/
dual,/duʌl/
neighborhood,/neɪbɝhʊd/
opposing,/ʌpoʊzɪŋ/
plates,/pleɪts/
camps,/kæmps/
guard,/ɡɑrd/
precisely,/prɪsaɪsli/
verse,/vɝs/
borders,/bɔrdɝz/
dioxide,/daɪɑksaɪd/
gift,/ɡɪft/
nomination,/nɑmʌneɪʃʌn/
reserve,/rɪzɝv/
reserved,/rɪzɝvd/
windows,/wɪndoʊz/
communicate,/kʌmjunʌkeɪt/
consumed,/kʌnsumd/
correctly,/kɝɛktli/
engineer,/ɛndʒʌnɪr/
wet,/wɛt/
comprehensive,/kɑmprihɛnsɪv/
unsuccessful,/ʌnsʌksɛsfʌl/
verb,/vɝb/
adds,/ædz/
diversity,/dɪvɝsʌti/
grand,/ɡrænd/
moderate,/mɑdɝʌt/
prohibited,/proʊhɪbʌtʌd/
v.,/vi/
appearing,/ʌpɪrɪŋ/
fail,/feɪl/
segment,/sɛɡmʌnt/
touch,/tʌtʃ/
tables,/teɪbʌlz/
findings,/faɪndɪŋz/
mutual,/mjutʃʌwʌl/
nouns,/naʊnz/
removing,/rimuvɪŋ/
tended,/tɛndʌd/
travels,/trævʌlz/
dynasty,/daɪnʌsti/
hotel,/hoʊtɛl/
specification,/spɛsɪfɪkeɪʃʌn/
unlikely,/ʌnlaɪkli/
democratic,/dɛmʌkrætɪk/
flows,/floʊz/
protest,/proʊtɛst/
sufficiently,/sʌfɪʃʌntli/
bishop,/bɪʃʌp/
dishes,/dɪʃʌz/
escaped,/ɪskeɪpt/
founding,/faʊndɪŋ/
judicial,/dʒudɪʃʌl/
packet,/pækʌt/
scales,/skeɪlz/
arbitrary,/ɑrbʌtrɛri/
possess,/pʌzɛs/
appointment,/ʌpɔɪntmʌnt/
ceased,/sist/
dismissed,/dɪsmɪst/
settlements,/sɛtʌlmʌnts/
theater,/θiʌtɝ/
contents,/kɑntɛnts/
cotton,/kɑtʌn/
holiday,/hɑlʌdeɪ/
atmospheric,/ætmʌsfɛrɪk/
crossing,/krɔsɪŋ/
detection,/dɪtɛkʃʌn/
introduce,/ɪntrʌdus/
orbital,/ɔrbʌtʌl/
organs,/ɔrɡʌnz/
purely,/pjʊrli/
revised,/rɪvaɪzd/
actively,/æktɪvli/
afterwards,/æftɝwɝdz/
aired,/ɛrd/
c.,/si/
embedded,/ɛmbɛdɪd/
happy,/hæpi/
waiting,/weɪtɪŋ/
angles,/æŋɡʌlz/
bread,/brɛd/
concerts,/kɑnsɝts/
grave,/ɡreɪv/
praised,/preɪzd/
precision,/prisɪʒʌn/
pump,/pʌmp/
visiting,/vɪzʌtɪŋ/
acceptable,/æksɛptʌbʌl/
charts,/tʃɑrts/
condita,N/A
connecting,/kʌnɛktɪŋ/
coup,/ku/
deliver,/dɪlɪvɝ/
layout,/leɪaʊt/
readily,/rɛdʌli/
rebels,/rɛbʌlz/
suddenly,/sʌdʌnli/
intervals,/ɪntɝvʌlz/
manual,/mænjuʌl/
pronounced,/prʌnaʊnst/
proven,/pruvʌn/
transported,/trænspɔrtʌd/
acknowledged,/æknɑlɪdʒd/
beauty,/bjuti/
bet,/bɛt/
cult,/kʌlt/
economics,/ɛkʌnɑmɪks/
legislature,/lɛdʒʌsleɪtʃɝ/
priests,/prists/
resource,/risɔrs/
surprise,/sɝpraɪz/
urbe,N/A
compromise,/kɑmprʌmaɪz/
crash,/kræʃ/
elite,/ɪlit/
expense,/ɪkspɛns/
forcing,/fɔrsɪŋ/
prefer,/prʌfɝ/
automatic,/ɔtʌmætɪk/
clergy,/klɝdʒi/
plain,/pleɪn/
replacing,/rɪpleɪsɪŋ/
tropical,/trɑpɪkʌl/
vulnerable,/vʌlnɝʌbʌl/
approached,/ʌproʊtʃt/
cloud,/klaʊd/
commitment,/kʌmɪtmʌnt/
everyday,/ɛvrideɪ/
frames,/freɪmz/
integer,/ɪntʌdʒɝ/
putting,/pʌtɪŋ/
rounds,/raʊndz/
substances,/sʌbstʌnsʌz/
unclear,/ʌnklɪr/
documented,/dɑkjʌmɛntʌd/
farming,/fɑrmɪŋ/
mine,/maɪn/
mirror,/mɪrɝ/
moon,/mun/
politicians,/pɑlʌtɪʃʌnz/
repair,/rɪpɛr/
spelling,/spɛlɪŋ/
strategies,/strætʌdʒiz/
bombing,/bɑmɪŋ/
harm,/hɑrm/
tip,/tɪp/
wavelength,/weɪvlɛŋθ/
lighter,/laɪtɝ/
victim,/vɪktʌm/
exile,/ɛɡzaɪl/
measuring,/mɛʒɝɪŋ/
updated,/ʌpdeɪtʌd/
carefully,/kɛrfʌli/
coffee,/kɑfi/
fraction,/frækʃʌn/
freely,/frili/
provisions,/prʌvɪʒʌnz/
replied,/rɪplaɪd/
stem,/stɛm/
agreements,/ʌɡrimʌnts/
asking,/æskɪŋ/
der,/dɝ/
doors,/dɔrz/
enforcement,/ɛnfɔrsmʌnt/
forests,/fɔrʌsts/
panel,/pænʌl/
religions,/rilɪdʒʌnz/
reveals,/rɪvilz/
roof,/ruf/
sentences,/sɛntʌnsʌz/
worse,/wɝs/
cm,N/A
continuously,/kʌntɪnjuʌsli/
cuts,/kʌts/
garden,/ɡɑrdʌn/
lacked,/lækt/
studying,/stʌdiɪŋ/
club,/klʌb/
doesn't,/dʌzʌnt/
exhibition,/ɛksʌbɪʃʌn/
muscles,/mʌsʌlz/
utility,/jutɪlʌti/
al.,/æl/
conservation,/kɑnsɝveɪʃʌn/
departments,/dɪpɑrtmʌnts/
item,/aɪtʌm/
overcome,/oʊvɝkʌm/
racial,/reɪʃʌl/
tactics,/tæktɪks/
clinical,/klɪnʌkʌl/
corresponds,/kɔrʌspɑndz/
customs,/kʌstʌmz/
employ,/ɛmplɔɪ/
graduate,/ɡrædʒʌwʌt/
instrumental,/ɪnstrʌmɛntʌl/
phases,/feɪzʌz/
sword,/sɔrd/
transform,/trænsfɔrm/
adoption,/ʌdɑpʃʌn/
canal,/kʌnæl/
demonstrate,/dɛmʌnstreɪt/
dense,/dɛns/
educated,/ɛdʒʌkeɪtʌd/
fighter,/faɪtɝ/
graph,/ɡræf/
priest,/prist/
rocks,/rɑks/
stops,/stɑps/
bow,/baʊ/
collect,/kʌlɛkt/
electoral,/ɪlɛktɝʌl/
enjoy,/ɛndʒɔɪ/
overseas,/oʊvɝsiz/
participated,/pɑrtɪsʌpeɪtʌd/
profile,/proʊfaɪl/
secured,/sɪkjʊrd/
transformed,/trænsfɔrmd/
affects,/ʌfɛkts/
ban,/bæn/
clay,/kleɪ/
fragments,/fræɡmʌnts/
joining,/dʒɔɪnɪŋ/
lens,/lɛnz/
processors,/prɑsɛsɝz/
ritual,/rɪtʃuʌl/
fiber,/faɪbɝ/
pool,/pul/
proportional,/prʌpɔrʃʌnʌl/
reveal,/rɪvil/
sacred,/seɪkrʌd/
avoided,/ʌvɔɪdʌd/
combine,/kɑmbaɪn/
focuses,/foʊkʌsɪz/
inspiration,/ɪnspɝeɪʃʌn/
qualities,/kwɑlʌtiz/
sit,/sɪt/
arose,/ɝoʊz/
chip,/tʃɪp/
disappeared,/dɪsʌpɪrd/
experts,/ɛkspɝts/
nodes,/noʊdz/
pg.,N/A
publish,/pʌblɪʃ/
recover,/rɪkʌvɝ/
separately,/sɛpɝʌtli/
theology,/θiɑlʌdʒi/
arise,/ɝaɪz/
collective,/kʌlɛktɪv/
contest,/kɑntɛst/
gases,/ɡæsʌz/
heritage,/hɛrʌtʌdʒ/
inherited,/ɪnhɛrʌtɪd/
navigation,/nævʌɡeɪʃʌn/
payment,/peɪmʌnt/
residential,/rɛzɪdɛntʃʌl/
weekly,/wikli/
bridges,/brɪdʒʌz/
concentrations,/kɑnsʌntreɪʃʌnz/
consideration,/kʌnsɪdɝeɪʃʌn/
diagnosis,/daɪʌɡnoʊsʌs/
latest,/leɪtʌst/
navy,/neɪvi/
organ,/ɔrɡʌn/
amateur,/æmʌtɝ/
civilians,/sʌvɪljʌnz/
closing,/kloʊzɪŋ/
consistently,/kʌnsɪstʌntli/
friendly,/frɛndli/
grade,/ɡreɪd/
helping,/hɛlpɪŋ/
sophisticated,/sʌfɪstʌkeɪtɪd/
withdrew,/wɪθdru/
landed,/lændʌd/
legacy,/lɛɡʌsi/
resolved,/rizɑlvd/
romantic,/roʊmæntɪk/
rubber,/rʌbɝ/
shut,/ʃʌt/
clean,/klin/
coin,/kɔɪn/
critic,/krɪtɪk/
developers,/dɪvɛlʌpɝz/
grain,/ɡreɪn/
grammar,/ɡræmɝ/
internet,/ɪntɝnɛt/
radius,/reɪdiʌs/
anywhere,/ɛniwɛr/
attributes,/ætrʌbjuts/
directors,/dɝɛktɝz/
disputes,/dɪspjuts/
entity,/ɛntʌti/
knows,/noʊz/
sharing,/ʃɛrɪŋ/
shots,/ʃɑts/
funded,/fʌndʌd/
nobility,/noʊbɪlʌti/
orange,/ɔrʌndʒ/
thrown,/θroʊn/
travelled,/trævʌld/
circles,/sɝkʌlz/
expressions,/ɪksprɛʃʌnz/
fee,/fi/
friendship,/frɛndʃɪp/
governed,/ɡʌvɝnd/
bid,/bɪd/
internationally,/ɪntɝnæʃʌnʌli/
legend,/lɛdʒʌnd/
mild,/maɪld/
assumption,/ʌsʌmpʃʌn/
eaten,/itʌn/
storm,/stɔrm/
surrender,/sɝɛndɝ/
telling,/tɛlɪŋ/
dying,/daɪɪŋ/
filed,/faɪld/
heated,/hitʌd/
noun,/naʊn/
sitting,/sɪtɪŋ/
smoke,/smoʊk/
subset,/sʌbsɛt/
bird,/bɝd/
breeding,/bridɪŋ/
examination,/ɪɡzæmʌneɪʃʌn/
fate,/feɪt/
jurisdictions,/dʒʊrɪsdɪkʃʌnz/
occupation,/ɑkjʌpeɪʃʌn/
beach,/bitʃ/
formats,/fɔrmæts/
ion,/aɪʌn/
sciences,/saɪʌnsʌz/
commands,/kʌmændz/
fires,/faɪɝz/
reader,/ridɝ/
belong,/bɪlɔŋ/
contracts,/kɑntrækts/
deals,/dilz/
debut,/deɪbju/
elaborate,/ɪlæbrʌt/
mature,/mʌtʃʊr/
portions,/pɔrʃʌnz/
relatives,/rɛlʌtɪvz/
revolt,/rɪvoʊlt/
temporarily,/tɛmpɝɛrʌli/
trouble,/trʌbʌl/
evolutionary,/ɛvʌluʃʌnɛri/
partnership,/pɑrtnɝʃɪp/
presentation,/prɛzʌnteɪʃʌn/
sectors,/sɛktɝz/
shells,/ʃɛlz/
shoot,/ʃut/
shops,/ʃɑps/
unity,/junʌti/
authorized,/ɔθɝaɪzd/
consumers,/kʌnsumɝz/
newer,/nuɝ/
substantially,/sʌbstænʃʌli/
chips,/tʃɪps/
households,/haʊshoʊldz/
journal,/dʒɝnʌl/
magazines,/mæɡʌzinz/
occasional,/ʌkeɪʒʌnʌl/
pollution,/pʌluʃʌn/
scoring,/skɔrɪŋ/
suffer,/sʌfɝ/
assistant,/ʌsɪstʌnt/
daughters,/dɔtɝz/
ink,/ɪŋk/
proposals,/prʌpoʊzʌlz/
sail,/seɪl/
ammunition,/æmjʌnɪʃʌn/
cameras,/kæmɝʌz/
attract,/ʌtrækt/
large-scale,N/A
loved,/lʌvd/
profits,/prɑfɪts/
railroad,/reɪlroʊd/
swimming,/swɪmɪŋ/
thrust,/θrʌst/
uncertain,/ʌnsɝtʌn/
wages,/weɪdʒʌz/
disorders,/dɪsɔrdɝz/
glucose,/ɡlukoʊs/
mines,/maɪnz/
pulled,/pʊld/
terrain,/tɝeɪn/
tourist,/tʊrʌst/
wants,/wɑnts/
advances,/ʌdvænsʌz/
battles,/bætʌlz/
blade,/bleɪd/
charter,/tʃɑrtɝ/
console,/kɑnsoʊl/
dream,/drim/
fat,/fæt/
feedback,/fidbæk/
adopt,/ʌdɑpt/
autumn,/ɔtʌm/
explosion,/ɪksploʊʒʌn/
lighting,/laɪtɪŋ/
attractive,/ʌtræktɪv/
chains,/tʃeɪnz/
cognitive,/kɑɡnɪtɪv/
package,/pækʌdʒ/
renewed,/rɪnud/
touchdown,/tʌtʃdaʊn/
fictional,/fɪkʃʌnʌl/
primitive,/prɪmʌtɪv/
revolutionary,/rɛvʌluʃʌnɛri/
singer,/sɪŋɝ/
topic,/tɑpɪk/
antenna,/æntɛnʌ/
contrary,/kɑntrɛri/
improving,/ɪmpruvɪŋ/
myth,/mɪθ/
reflects,/rɪflɛkts/
shore,/ʃɔr/
buses,/bʌsɪz/
essay,/ɛseɪ/
fantasy,/fæntʌsi/
gay,/ɡeɪ/
mainland,/meɪnlænd/
opinions,/ʌpɪnjʌnz/
powder,/paʊdɝ/
drawings,/drɔɪŋz/
eliminate,/ɪlɪmʌneɪt/
numbered,/nʌmbɝd/
pick,/pɪk/
recognised,N/A
calculations,/kælkjʌleɪʃʌnz/
comparable,/kɑmpɝʌbʌl/
portrait,/pɔrtrʌt/
simpler,/sɪmpʌlɝ/
steady,/stɛdi/
tunnel,/tʌnʌl/
captain,/kæptʌn/
clients,/klaɪʌnts/
clothes,/kloʊðz/
customer,/kʌstʌmɝ/
descent,/dɪsɛnt/
disputed,/dɪspjutʌd/
flood,/flʌd/
heavier,/hɛviɝ/
minerals,/mɪnɝʌlz/
scattered,/skætɝd/
topics,/tɑpɪks/
absorption,/ʌbzɔrpʃʌn/
algebra,/ældʒʌbrʌ/
birthday,/bɝθdeɪ/
imports,/ɪmpɔrts/
teachings,/titʃɪŋz/
default,/dɪfɔlt/
mere,/mɪr/
rough,/rʌf/
segments,/sɛɡmʌnts/
silent,/saɪlʌnt/
true,/tru/
decreases,/dɪkrisʌz/
grid,/ɡrɪd/
observe,/ʌbzɝv/
seeds,/sidz/
smallest,/smɔlʌst/
striking,/straɪkɪŋ/
desert,/dɛzɝt/
feared,/fɪrd/
legitimate,/lʌdʒɪtʌmʌt/
paths,/pæðz/
picked,/pɪkt/
stack,/stæk/
crystals,/krɪstʌlz/
flexible,/flɛksʌbʌl/
fund,/fʌnd/
inserted,/ɪnsɝtʌd/
slower,/sloʊɝ/
statue,/stætʃu/
circulation,/sɝkjʌleɪʃʌn/
extending,/ɪkstɛndɪŋ/
facilitate,/fʌsɪlʌteɪt/
genus,/dʒinʌs/
hospitals,/hɑspɪtʌlz/
lesser,/lɛsɝ/
settle,/sɛtʌl/
threats,/θrɛts/
zones,/zoʊnz/
compensation,/kɑmpʌnseɪʃʌn/
politically,/pʌlɪtɪkʌli/
siege,/sidʒ/
commentary,/kɑmʌntɛri/
consensus,/kʌnsɛnsʌs/
contacts,/kɑntækts/
dies,/daɪz/
doctor,/dɑktɝ/
hostile,/hɑstʌl/
monitor,/mɑnʌtɝ/
parliamentary,/pɑrlʌmɛntɝi/
suggesting,/sʌɡdʒɛstɪŋ/
sustained,/sʌsteɪnd/
affair,/ʌfɛr/
aggressive,/ʌɡrɛsɪv/
conventions,/kʌnvɛnʃʌnz/
correspond,/kɔrʌspɑnd/
